,MonthPE,Date,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
2020-09-06,9,2020-09-06,16.564285714285713,18.685714285714287,57.214285714285715,1013.5357142857143,272.2142857142857,2.7785714285714285,299.57142857142856,138.14285714285714,278.2857142857143
2020-09-06,9,2020-09-06,16.564285714285713,18.685714285714287,57.214285714285715,1013.5357142857143,272.2142857142857,2.7785714285714285,299.57142857142856,138.14285714285714,278.2857142857143
2020-09-06,9,2020-09-06,16.564285714285713,18.685714285714287,57.214285714285715,1013.5357142857143,272.2142857142857,2.7785714285714285,299.57142857142856,138.14285714285714,278.2857142857143
2020-09-06,9,2020-09-06,16.564285714285713,18.685714285714287,57.214285714285715,1013.5357142857143,272.2142857142857,2.7785714285714285,299.57142857142856,138.14285714285714,278.2857142857143
2020-09-06,9,2020-09-06,16.564285714285713,18.685714285714287,57.214285714285715,1013.5357142857143,272.2142857142857,2.7785714285714285,299.57142857142856,138.14285714285714,278.2857142857143
2020-09-06,9,2020-09-06,16.564285714285713,18.685714285714287,57.214285714285715,1013.5357142857143,272.2142857142857,2.7785714285714285,299.57142857142856,138.14285714285714,278.2857142857143
2020-09-06,9,2020-09-06,16.564285714285713,18.685714285714287,57.214285714285715,1013.5357142857143,272.2142857142857,2.7785714285714285,299.57142857142856,138.14285714285714,278.2857142857143
2020-09-06,9,2020-09-06,16.564285714285713,18.685714285714287,57.214285714285715,1013.5357142857143,272.2142857142857,2.7785714285714285,299.57142857142856,138.14285714285714,278.2857142857143
2020-09-07,9,2020-09-07,17.623076923076923,20.692307692307693,58.0,1017.5076923076923,238.6153846153846,3.0307692307692307,453.46153846153845,149.84615384615384,372.3076923076923
2020-09-07,9,2020-09-07,17.623076923076923,20.692307692307693,58.0,1017.5076923076923,238.6153846153846,3.0307692307692307,453.46153846153845,149.84615384615384,372.3076923076923
2020-09-07,9,2020-09-07,17.623076923076923,20.692307692307693,58.0,1017.5076923076923,238.6153846153846,3.0307692307692307,453.46153846153845,149.84615384615384,372.3076923076923
2020-09-07,9,2020-09-07,17.623076923076923,20.692307692307693,58.0,1017.5076923076923,238.6153846153846,3.0307692307692307,453.46153846153845,149.84615384615384,372.3076923076923
2020-09-07,9,2020-09-07,17.623076923076923,20.692307692307693,58.0,1017.5076923076923,238.6153846153846,3.0307692307692307,453.46153846153845,149.84615384615384,372.3076923076923
2020-09-07,9,2020-09-07,17.623076923076923,20.692307692307693,58.0,1017.5076923076923,238.6153846153846,3.0307692307692307,453.46153846153845,149.84615384615384,372.3076923076923
2020-09-07,9,2020-09-07,17.623076923076923,20.692307692307693,58.0,1017.5076923076923,238.6153846153846,3.0307692307692307,453.46153846153845,149.84615384615384,372.3076923076923
2020-09-07,9,2020-09-07,17.623076923076923,20.692307692307693,58.0,1017.5076923076923,238.6153846153846,3.0307692307692307,453.46153846153845,149.84615384615384,372.3076923076923
2020-09-07,9,2020-09-07,17.623076923076923,20.692307692307693,58.0,1017.5076923076923,238.6153846153846,3.0307692307692307,453.46153846153845,149.84615384615384,372.3076923076923
2020-09-07,9,2020-09-07,17.623076923076923,20.692307692307693,58.0,1017.5076923076923,238.6153846153846,3.0307692307692307,453.46153846153845,149.84615384615384,372.3076923076923
2020-09-07,9,2020-09-07,17.623076923076923,20.692307692307693,58.0,1017.5076923076923,238.6153846153846,3.0307692307692307,453.46153846153845,149.84615384615384,372.3076923076923
2020-09-07,9,2020-09-07,17.623076923076923,20.692307692307693,58.0,1017.5076923076923,238.6153846153846,3.0307692307692307,453.46153846153845,149.84615384615384,372.3076923076923
2020-09-07,9,2020-09-07,17.623076923076923,20.692307692307693,58.0,1017.5076923076923,238.6153846153846,3.0307692307692307,453.46153846153845,149.84615384615384,372.3076923076923
2020-09-08,9,2020-09-08,18.292307692307695,36.169230769230765,73.92307692307692,1018.9769230769232,230.6153846153846,4.384615384615385,2.8461538461538463,131.15384615384616,131.46153846153845
2020-09-08,9,2020-09-08,18.292307692307695,36.169230769230765,73.92307692307692,1018.9769230769232,230.6153846153846,4.384615384615385,2.8461538461538463,131.15384615384616,131.46153846153845
2020-09-08,9,2020-09-08,18.292307692307695,36.169230769230765,73.92307692307692,1018.9769230769232,230.6153846153846,4.384615384615385,2.8461538461538463,131.15384615384616,131.46153846153845
2020-09-08,9,2020-09-08,18.292307692307695,36.169230769230765,73.92307692307692,1018.9769230769232,230.6153846153846,4.384615384615385,2.8461538461538463,131.15384615384616,131.46153846153845
2020-09-08,9,2020-09-08,18.292307692307695,36.169230769230765,73.92307692307692,1018.9769230769232,230.6153846153846,4.384615384615385,2.8461538461538463,131.15384615384616,131.46153846153845
2020-09-08,9,2020-09-08,18.292307692307695,36.169230769230765,73.92307692307692,1018.9769230769232,230.6153846153846,4.384615384615385,2.8461538461538463,131.15384615384616,131.46153846153845
2020-09-08,9,2020-09-08,18.292307692307695,36.169230769230765,73.92307692307692,1018.9769230769232,230.6153846153846,4.384615384615385,2.8461538461538463,131.15384615384616,131.46153846153845
2020-09-08,9,2020-09-08,18.292307692307695,36.169230769230765,73.92307692307692,1018.9769230769232,230.6153846153846,4.384615384615385,2.8461538461538463,131.15384615384616,131.46153846153845
2020-09-08,9,2020-09-08,18.292307692307695,36.169230769230765,73.92307692307692,1018.9769230769232,230.6153846153846,4.384615384615385,2.8461538461538463,131.15384615384616,131.46153846153845
2020-09-08,9,2020-09-08,18.292307692307695,36.169230769230765,73.92307692307692,1018.9769230769232,230.6153846153846,4.384615384615385,2.8461538461538463,131.15384615384616,131.46153846153845
2020-09-08,9,2020-09-08,18.292307692307695,36.169230769230765,73.92307692307692,1018.9769230769232,230.6153846153846,4.384615384615385,2.8461538461538463,131.15384615384616,131.46153846153845
2020-09-08,9,2020-09-08,18.292307692307695,36.169230769230765,73.92307692307692,1018.9769230769232,230.6153846153846,4.384615384615385,2.8461538461538463,131.15384615384616,131.46153846153845
2020-09-08,9,2020-09-08,18.292307692307695,36.169230769230765,73.92307692307692,1018.9769230769232,230.6153846153846,4.384615384615385,2.8461538461538463,131.15384615384616,131.46153846153845
2020-09-09,9,2020-09-09,20.615384615384617,35.76153846153846,73.6923076923077,1015.0461538461539,266.15384615384613,4.346153846153846,99.07692307692308,167.69230769230768,233.23076923076923
